name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation,:@computed_region_cbhk_fwbd,:@computed_region_nnqa_25f4
Sulagiri,48951,Valid,LL6,110000.0,Fell,2008-01-01T00:00:00.000,12.66667,78.03333,"{'latitude': '12.66667', 'longitude': '78.03333'}",,
Sultanpur,23741,Valid,L/LL6,1710.5,Fell,1916-01-01T00:00:00.000,25.93333,84.28333,"{'latitude': '25.93333', 'longitude': '84.28333'}",,
Sungach,23745,Valid,H5,637.0,Fell,1935-01-01T00:00:00.000,44.86667,133.16667,"{'latitude': '44.86667', 'longitude': '133.16667'}",,
Supuhee,23760,Valid,H6,7235.0,Fell,1865-01-01T00:00:00.000,26.71667,84.21667,"{'latitude': '26.71667', 'longitude': '84.21667'}",,
Sutter's Mill,55529,Valid,C,992.5,Fell,2012-01-01T00:00:00.000,38.80389,-120.90806,"{'latitude': '38.80389', 'longitude': '-120.90806'}",8.0,1187.0
Sylacauga,23773,Valid,H4,5560.0,Fell,1954-01-01T00:00:00.000,33.18836,-86.2945,"{'latitude': '33.18836', 'longitude': '-86.2945'}",29.0,1637.0
Tabor,23776,Valid,H5,7540.0,Fell,1753-01-01T00:00:00.000,49.4,14.65,"{'latitude': '49.4', 'longitude': '14.65'}",,
Tadjera,23778,Valid,L5,9000.0,Fell,1867-01-01T00:00:00.000,36.18333,5.41667,"{'latitude': '36.18333', 'longitude': '5.41667'}",,
Tagish Lake,23782,Valid,C2-ung,10000.0,Fell,2000-01-01T00:00:00.000,59.70444,-134.20139,"{'latitude': '59.70444', 'longitude': '-134.20139'}",,
Tahara,23784,Valid,H4/5,1000.0,Fell,1991-01-01T00:00:00.000,34.72,137.305,"{'latitude': '34.72', 'longitude': '137.305'}",,
Takenouchi,23789,Valid,H5,720.0,Fell,1880-01-01T00:00:00.000,35.38333,134.9,"{'latitude': '35.38333', 'longitude': '134.9'}",,
Talampaya,23791,Valid,Eucrite-cm,1421.0,Fell,1995-01-01T00:00:00.000,,,,,
Tambakwatu,23795,Valid,L6,10500.0,Fell,1975-01-01T00:00:00.000,-7.75,112.76667,"{'latitude': '-7.75', 'longitude': '112.76667'}",,
Tamdakht,48691,Valid,H5,100000.0,Fell,2008-01-01T00:00:00.000,31.16333,-7.015,"{'latitude': '31.16333', 'longitude': '-7.015'}",,
Tané,23801,Valid,L5,905.0,Fell,1918-01-01T00:00:00.000,35.43333,136.23333,"{'latitude': '35.43333', 'longitude': '136.23333'}",,
Taonan,23873,Valid,L5,3850.0,Fell,1965-01-01T00:00:00.000,45.4,122.9,"{'latitude': '45.4', 'longitude': '122.9'}",,
Tatahouine,23884,Valid,Diogenite,12000.0,Fell,1931-01-01T00:00:00.000,32.95,10.41667,"{'latitude': '32.95', 'longitude': '10.41667'}",,
Tathlith,23885,Valid,L6,2500.0,Fell,1967-01-01T00:00:00.000,19.38333,43.73333,"{'latitude': '19.38333', 'longitude': '43.73333'}",,
Tauk,23887,Valid,L6,6000.0,Fell,1929-01-01T00:00:00.000,35.13333,44.45,"{'latitude': '35.13333', 'longitude': '44.45'}",,
Tauti,23888,Valid,L6,21000.0,Fell,1937-01-01T00:00:00.000,46.71667,23.5,"{'latitude': '46.71667', 'longitude': '23.5'}",,
Tenham,23897,Valid,L6,160000.0,Fell,1879-01-01T00:00:00.000,-25.73333,142.95,"{'latitude': '-25.73333', 'longitude': '142.95'}",,
Tennasilm,23898,Valid,L4,28500.0,Fell,1872-01-01T00:00:00.000,58.03333,26.95,"{'latitude': '58.03333', 'longitude': '26.95'}",,
Thal,23908,Valid,H6,342.0,Fell,1950-01-01T00:00:00.000,33.4,70.6,"{'latitude': '33.4', 'longitude': '70.6'}",,
Thika,54493,Valid,L6,14200.0,Fell,2011-01-01T00:00:00.000,-1.00278,37.15028,"{'latitude': '-1.00278', 'longitude': '37.15028'}",,
Thuathe,23976,Valid,H4/5,45300.0,Fell,2002-01-01T00:00:00.000,-29.33333,27.58333,"{'latitude': '-29.33333', 'longitude': '27.58333'}",,
Tianzhang,23984,Valid,H5,2232.0,Fell,1986-01-01T00:00:00.000,32.94667,118.99,"{'latitude': '32.94667', 'longitude': '118.99'}",,
Tieschitz,23989,Valid,H/L3.6,28000.0,Fell,1878-01-01T00:00:00.000,49.6,17.11667,"{'latitude': '49.6', 'longitude': '17.11667'}",,
Tilden,23998,Valid,L6,74800.0,Fell,1927-01-01T00:00:00.000,38.2,-89.68333,"{'latitude': '38.2', 'longitude': '-89.68333'}",34.0,1762.0
Tillaberi,23999,Valid,L6,3000.0,Fell,1970-01-01T00:00:00.000,14.25,1.53333,"{'latitude': '14.25', 'longitude': '1.53333'}",,
Timochin,24004,Valid,H5,65500.0,Fell,1807-01-01T00:00:00.000,54.5,35.2,"{'latitude': '54.5', 'longitude': '35.2'}",,
Tirupati,24009,Valid,H6,230.0,Fell,1934-01-01T00:00:00.000,13.63333,79.41667,"{'latitude': '13.63333', 'longitude': '79.41667'}",,
Tissint,54823,Valid,Martian (shergottite),7000.0,Fell,2011-01-01T00:00:00.000,29.48195,-7.61123,"{'latitude': '29.48195', 'longitude': '-7.61123'}",,
Tjabe,24011,Valid,H6,20000.0,Fell,1869-01-01T00:00:00.000,-7.08333,111.53333,"{'latitude': '-7.08333', 'longitude': '111.53333'}",,
Tjerebon,24012,Valid,L5,16500.0,Fell,1922-01-01T00:00:00.000,-6.66667,106.58333,"{'latitude': '-6.66667', 'longitude': '106.58333'}",,
Tomakovka,24019,Valid,LL6,600.0,Fell,1905-01-01T00:00:00.000,47.85,34.76667,"{'latitude': '47.85', 'longitude': '34.76667'}",,
