name,id,nametype,recclass,mass,fall,year,reclat,reclong,geolocation,:@computed_region_cbhk_fwbd,:@computed_region_nnqa_25f4
Middlesbrough,16632,Valid,L6,1600.0,Fell,1881-01-01T00:00:00.000,54.56667,-1.16667,"{'latitude': '54.56667', 'longitude': '-1.16667'}",,
Mifflin,52090,Valid,L5,3584.0,Fell,2010-01-01T00:00:00.000,42.9075,-90.36556,"{'latitude': '42.9075', 'longitude': '-90.36556'}",41.0,2996.0
Mighei,16634,Valid,CM2,8000.0,Fell,1889-01-01T00:00:00.000,48.06667,30.96667,"{'latitude': '48.06667', 'longitude': '30.96667'}",,
Mihonoseki,16635,Valid,L6,6380.0,Fell,1992-01-01T00:00:00.000,35.56833,133.22,"{'latitude': '35.56833', 'longitude': '133.22'}",,
Mike,16636,Valid,L6,224.2,Fell,1944-01-01T00:00:00.000,46.23333,17.53333,"{'latitude': '46.23333', 'longitude': '17.53333'}",,
Milena,16640,Valid,L6,10000.0,Fell,1842-01-01T00:00:00.000,46.18333,16.1,"{'latitude': '46.18333', 'longitude': '16.1'}",,
Millbillillie,16643,Valid,Eucrite-mmict,330000.0,Fell,1960-01-01T00:00:00.000,-26.45,120.36667,"{'latitude': '-26.45', 'longitude': '120.36667'}",,
Miller (Arkansas),16645,Valid,H5,16700.0,Fell,1930-01-01T00:00:00.000,35.4,-92.05,"{'latitude': '35.4', 'longitude': '-92.05'}",15.0,11.0
Minamino,16692,Valid,L,1040.0,Fell,1632-01-01T00:00:00.000,35.07833,136.93333,"{'latitude': '35.07833', 'longitude': '136.93333'}",,
Mineo,16696,Valid,Pallasite,42.0,Fell,1826-01-01T00:00:00.000,37.28333,14.7,"{'latitude': '37.28333', 'longitude': '14.7'}",,
Min-Fan-Zhun,16697,Valid,LL6,5500.0,Fell,1952-01-01T00:00:00.000,32.33333,120.66667,"{'latitude': '32.33333', 'longitude': '120.66667'}",,
Minnichhof,16700,Valid,OC,550.0,Fell,1905-01-01T00:00:00.000,47.7,16.6,"{'latitude': '47.7', 'longitude': '16.6'}",,
Mirzapur,16701,Valid,L5,8510.0,Fell,1910-01-01T00:00:00.000,25.68333,83.25,"{'latitude': '25.68333', 'longitude': '83.25'}",,
Misshof,16703,Valid,H5,5800.0,Fell,1890-01-01T00:00:00.000,56.66667,23.0,"{'latitude': '56.66667', 'longitude': '23.0'}",,
Mjelleim,16707,Valid,H,100.7,Fell,1898-01-01T00:00:00.000,61.73333,5.93333,"{'latitude': '61.73333', 'longitude': '5.93333'}",,
Mocs,16709,Valid,L5-6,300000.0,Fell,1882-01-01T00:00:00.000,46.8,24.03333,"{'latitude': '46.8', 'longitude': '24.03333'}",,
Modoc (1905),16711,Valid,L6,35000.0,Fell,1905-01-01T00:00:00.000,38.5,-101.1,"{'latitude': '38.5', 'longitude': '-101.1'}",17.0,1290.0
Mokoia,16713,Valid,CV3,4500.0,Fell,1908-01-01T00:00:00.000,-39.63333,174.4,"{'latitude': '-39.63333', 'longitude': '174.4'}",,
Molina,16715,Valid,H5,144000.0,Fell,1858-01-01T00:00:00.000,38.11667,-1.16667,"{'latitude': '38.11667', 'longitude': '-1.16667'}",,
Molteno,16717,Valid,Howardite,150.0,Fell,1953-01-01T00:00:00.000,-31.25,26.46667,"{'latitude': '-31.25', 'longitude': '26.46667'}",,
Monahans (1998),16719,Valid,H5,2587.0,Fell,1998-01-01T00:00:00.000,31.60833,-102.85833,"{'latitude': '31.60833', 'longitude': '-102.85833'}",23.0,2957.0
Monroe,16720,Valid,H4,8600.0,Fell,1849-01-01T00:00:00.000,35.25,-80.5,"{'latitude': '35.25', 'longitude': '-80.5'}",37.0,636.0
Monte das Fortes,16725,Valid,L5,4885.0,Fell,1950-01-01T00:00:00.000,38.01667,-8.25,"{'latitude': '38.01667', 'longitude': '-8.25'}",,
Monte Milone,16726,Valid,L5,3130.0,Fell,1846-01-01T00:00:00.000,43.26667,13.35,"{'latitude': '43.26667', 'longitude': '13.35'}",,
Montferré,16727,Valid,H5,149000.0,Fell,1923-01-01T00:00:00.000,43.39056,1.9625,"{'latitude': '43.39056', 'longitude': '1.9625'}",,
Montlivault,16729,Valid,L6,500.0,Fell,1838-01-01T00:00:00.000,47.63333,1.58333,"{'latitude': '47.63333', 'longitude': '1.58333'}",,
Monze,16733,Valid,L6,,Fell,1950-01-01T00:00:00.000,-15.96667,27.35,"{'latitude': '-15.96667', 'longitude': '27.35'}",,
Moore County,16736,Valid,Eucrite-cm,1880.0,Fell,1913-01-01T00:00:00.000,35.41667,-79.38333,"{'latitude': '35.41667', 'longitude': '-79.38333'}",37.0,2431.0
Mooresfort,16737,Valid,H5,3520.0,Fell,1810-01-01T00:00:00.000,52.45,-8.33333,"{'latitude': '52.45', 'longitude': '-8.33333'}",,
Moorleah,16738,Valid,L6,8887.5,Fell,1930-01-01T00:00:00.000,-40.975,145.6,"{'latitude': '-40.975', 'longitude': '145.6'}",,
Moradabad,16740,Valid,L6,70.0,Fell,1808-01-01T00:00:00.000,28.78333,78.83333,"{'latitude': '28.78333', 'longitude': '78.83333'}",,
Morávka,16742,Valid,H5,633.0,Fell,2000-01-01T00:00:00.000,49.6,18.53333,"{'latitude': '49.6', 'longitude': '18.53333'}",,
Mornans,16747,Valid,H5,1300.0,Fell,1875-01-01T00:00:00.000,44.6,5.13333,"{'latitude': '44.6', 'longitude': '5.13333'}",,
Moss,36592,Valid,CO3.6,3763.0,Fell,2006-01-01T00:00:00.000,59.43333,10.7,"{'latitude': '59.43333', 'longitude': '10.7'}",,
Moti-ka-nagla,16759,Valid,H6,1500.0,Fell,1868-01-01T00:00:00.000,26.83333,77.33333,"{'latitude': '26.83333', 'longitude': '77.33333'}",,
Motta di Conti,16762,Valid,H4,9150.0,Fell,1868-01-01T00:00:00.000,45.2,8.5,"{'latitude': '45.2', 'longitude': '8.5'}",,
Mount Browne,16766,Valid,H6,11300.0,Fell,1902-01-01T00:00:00.000,-29.8,141.7,"{'latitude': '-29.8', 'longitude': '141.7'}",,
Mount Tazerzait,16804,Valid,L5,110000.0,Fell,1991-01-01T00:00:00.000,18.7,4.8,"{'latitude': '18.7', 'longitude': '4.8'}",,
Mount Vaisi,16805,Valid,Stone-uncl,17000.0,Fell,1637-01-01T00:00:00.000,44.08333,6.86667,"{'latitude': '44.08333', 'longitude': '6.86667'}",,
Mtola,16820,Valid,Stone-uncl,1100.0,Fell,1944-01-01T00:00:00.000,-11.5,33.5,"{'latitude': '-11.5', 'longitude': '33.5'}",,
Muddoor,16841,Valid,L5,4400.0,Fell,1865-01-01T00:00:00.000,12.63333,77.01667,"{'latitude': '12.63333', 'longitude': '77.01667'}",,
Mulletiwu,16851,Valid,L,25.5,Fell,1795-01-01T00:00:00.000,9.33333,80.83333,"{'latitude': '9.33333', 'longitude': '80.83333'}",,
Muraid,16874,Valid,L6,4703.0,Fell,1924-01-01T00:00:00.000,24.5,90.21667,"{'latitude': '24.5', 'longitude': '90.21667'}",,
Murchison,16875,Valid,CM2,100000.0,Fell,1969-01-01T00:00:00.000,-36.61667,145.2,"{'latitude': '-36.61667', 'longitude': '145.2'}",,
Murray,16882,Valid,CM2,12600.0,Fell,1950-01-01T00:00:00.000,36.6,-88.1,"{'latitude': '36.6', 'longitude': '-88.1'}",36.0,237.0
Muzaffarpur,16885,Valid,"Iron, IAB-sHL",1245.0,Fell,1964-01-01T00:00:00.000,26.13333,85.53333,"{'latitude': '26.13333', 'longitude': '85.53333'}",,
Myhee Caunta,16887,Valid,OC,,Fell,1842-01-01T00:00:00.000,23.05,72.63333,"{'latitude': '23.05', 'longitude': '72.63333'}",,
Nadiabondi,16889,Valid,H5,8165.0,Fell,1956-01-01T00:00:00.000,12.0,1.0,"{'latitude': '12.0', 'longitude': '1.0'}",,
Nagai,16890,Valid,L6,1810.0,Fell,1922-01-01T00:00:00.000,38.12167,140.06167,"{'latitude': '38.12167', 'longitude': '140.06167'}",,
Nagaria,16892,Valid,Eucrite-cm,20.0,Fell,1875-01-01T00:00:00.000,26.98333,78.21667,"{'latitude': '26.98333', 'longitude': '78.21667'}",,
Nagy-Borové,16893,Valid,L5,6100.0,Fell,1895-01-01T00:00:00.000,49.16667,19.5,"{'latitude': '49.16667', 'longitude': '19.5'}",,
Nakhla,16898,Valid,Martian (nakhlite),10000.0,Fell,1911-01-01T00:00:00.000,31.31667,30.35,"{'latitude': '31.31667', 'longitude': '30.35'}",,
Nakhon Pathom,16899,Valid,L6,23200.0,Fell,1923-01-01T00:00:00.000,13.73333,100.08333,"{'latitude': '13.73333', 'longitude': '100.08333'}",,
Nammianthal,16902,Valid,H5,4500.0,Fell,1886-01-01T00:00:00.000,12.28333,79.2,"{'latitude': '12.28333', 'longitude': '79.2'}",,
Nan Yang Pao,16903,Valid,L6,52900.0,Fell,1917-01-01T00:00:00.000,35.66667,103.5,"{'latitude': '35.66667', 'longitude': '103.5'}",,
Nanjemoy,16904,Valid,H6,7500.0,Fell,1825-01-01T00:00:00.000,38.41667,-77.16667,"{'latitude': '38.41667', 'longitude': '-77.16667'}",45.0,419.0
Nantong,16907,Valid,H6,529.0,Fell,1984-01-01T00:00:00.000,32.11667,121.8,"{'latitude': '32.11667', 'longitude': '121.8'}",,
Naoki,16908,Valid,H6,17000.0,Fell,1928-01-01T00:00:00.000,19.25,77.0,"{'latitude': '19.25', 'longitude': '77.0'}",,
Naragh,16909,Valid,H6,2700.0,Fell,1974-01-01T00:00:00.000,33.75,51.5,"{'latitude': '33.75', 'longitude': '51.5'}",,
Narellan,16912,Valid,L6,367.5,Fell,1928-01-01T00:00:00.000,-34.05,150.68889,"{'latitude': '-34.05', 'longitude': '150.68889'}",,
Narni,16914,Valid,Stone-uncl,,Fell,0921-01-01T00:00:00.000,42.51667,12.51667,"{'latitude': '42.51667', 'longitude': '12.51667'}",,
Nassirah,16922,Valid,H4,347.0,Fell,1936-01-01T00:00:00.000,-21.73333,165.9,"{'latitude': '-21.73333', 'longitude': '165.9'}",,
Natal,16923,Valid,Stone-uncl,1.4,Fell,1973-01-01T00:00:00.000,,,,,
Nawapali,16927,Valid,CM2,105.0,Fell,1890-01-01T00:00:00.000,21.25,83.66667,"{'latitude': '21.25', 'longitude': '83.66667'}",,
Neagari,16934,Valid,L6,420.0,Fell,1995-01-01T00:00:00.000,36.44917,136.46528,"{'latitude': '36.44917', 'longitude': '136.46528'}",,
Nedagolla,16935,Valid,"Iron, ungrouped",4500.0,Fell,1870-01-01T00:00:00.000,18.68333,83.48333,"{'latitude': '18.68333', 'longitude': '83.48333'}",,
Nejo,16941,Valid,L6,2450.0,Fell,1970-01-01T00:00:00.000,9.5,35.33333,"{'latitude': '9.5', 'longitude': '35.33333'}",,
Nerft,16945,Valid,L6,10250.0,Fell,1864-01-01T00:00:00.000,56.5,21.5,"{'latitude': '56.5', 'longitude': '21.5'}",,
Neuschwanstein,16950,Valid,EL6,6189.0,Fell,2002-01-01T00:00:00.000,47.525,10.80833,"{'latitude': '47.525', 'longitude': '10.80833'}",,
New Concord,16953,Valid,L6,230000.0,Fell,1860-01-01T00:00:00.000,40.0,-81.76667,"{'latitude': '40.0', 'longitude': '-81.76667'}",38.0,2615.0
New Halfa,16954,Valid,L4,12000.0,Fell,1994-01-01T00:00:00.000,15.36667,35.68333,"{'latitude': '15.36667', 'longitude': '35.68333'}",,
New Orleans,16960,Valid,H5,19256.0,Fell,2003-01-01T00:00:00.000,29.94718,-90.10976,"{'latitude': '29.94718', 'longitude': '-90.10976'}",22.0,1667.0
Ngawi,16966,Valid,LL3.6,1393.0,Fell,1883-01-01T00:00:00.000,-7.45,111.41667,"{'latitude': '-7.45', 'longitude': '111.41667'}",,
N'Goureyma,16968,Valid,"Iron, ungrouped",37500.0,Fell,1900-01-01T00:00:00.000,13.85,-4.38333,"{'latitude': '13.85', 'longitude': '-4.38333'}",,
Nicorps,16970,Valid,Stone-uncl,,Fell,1750-01-01T00:00:00.000,49.03333,-1.43333,"{'latitude': '49.03333', 'longitude': '-1.43333'}",,
Niger (L6),16974,Valid,L6,3.3,Fell,1967-01-01T00:00:00.000,,,,,
Niger (LL6),16975,Valid,LL6,3.3,Fell,1967-01-01T00:00:00.000,,,,,
Nikolaevka,16976,Valid,H4,3996.0,Fell,1935-01-01T00:00:00.000,52.45,78.63333,"{'latitude': '52.45', 'longitude': '78.63333'}",,
Nikolskoe,16977,Valid,L4,6000.0,Fell,1954-01-01T00:00:00.000,56.11667,37.33333,"{'latitude': '56.11667', 'longitude': '37.33333'}",,
Ningbo,16980,Valid,"Iron, IVA",14250.0,Fell,1975-01-01T00:00:00.000,29.86667,121.48333,"{'latitude': '29.86667', 'longitude': '121.48333'}",,
Ningqiang,16981,Valid,C3-ung,4610.0,Fell,1983-01-01T00:00:00.000,32.925,105.90667,"{'latitude': '32.925', 'longitude': '105.90667'}",,
Nio,16982,Valid,H3-4,467.0,Fell,1897-01-01T00:00:00.000,34.2,131.56667,"{'latitude': '34.2', 'longitude': '131.56667'}",,
N'Kandhla,16983,Valid,"Iron, IID",17200.0,Fell,1912-01-01T00:00:00.000,-28.56667,30.7,"{'latitude': '-28.56667', 'longitude': '30.7'}",,
Nobleborough,16984,Valid,Eucrite-pmict,2300.0,Fell,1823-01-01T00:00:00.000,44.08333,-69.48333,"{'latitude': '44.08333', 'longitude': '-69.48333'}",49.0,1683.0
Noblesville,16985,Valid,H4-6,483.7,Fell,1991-01-01T00:00:00.000,40.08528,-86.055,"{'latitude': '40.08528', 'longitude': '-86.055'}",35.0,2238.0
Nogata,16988,Valid,L6,472.0,Fell,0861-01-01T00:00:00.000,33.725,130.75,"{'latitude': '33.725', 'longitude': '130.75'}",,
Nogoya,16989,Valid,CM2,4000.0,Fell,1879-01-01T00:00:00.000,-32.36667,-59.83333,"{'latitude': '-32.36667', 'longitude': '-59.83333'}",,
Norfork,16994,Valid,"Iron, IIIAB",1050.0,Fell,1918-01-01T00:00:00.000,36.21667,-92.26667,"{'latitude': '36.21667', 'longitude': '-92.26667'}",15.0,10.0
Norton County,17922,Valid,Aubrite,1100000.0,Fell,1948-01-01T00:00:00.000,39.68333,-99.86667,"{'latitude': '39.68333', 'longitude': '-99.86667'}",17.0,1252.0
Noventa Vicentina,17930,Valid,H4,177.0,Fell,1971-01-01T00:00:00.000,45.29167,11.52722,"{'latitude': '45.29167', 'longitude': '11.52722'}",,
Novo-Urei,17933,Valid,Ureilite,1900.0,Fell,1886-01-01T00:00:00.000,54.81667,46.0,"{'latitude': '54.81667', 'longitude': '46.0'}",,
Novy-Ergi,17934,Valid,Stone-uncl,,Fell,1662-01-01T00:00:00.000,58.55,31.33333,"{'latitude': '58.55', 'longitude': '31.33333'}",,
Novy-Projekt,17935,Valid,OC,1001.0,Fell,1908-01-01T00:00:00.000,56.0,22.0,"{'latitude': '56.0', 'longitude': '22.0'}",,
Noyan-Bogdo,17936,Valid,L6,250.0,Fell,1933-01-01T00:00:00.000,42.91667,102.46667,"{'latitude': '42.91667', 'longitude': '102.46667'}",,
Nuevo Mercurio,17938,Valid,H5,50000.0,Fell,1978-01-01T00:00:00.000,24.3,-102.13333,"{'latitude': '24.3', 'longitude': '-102.13333'}",,
Nulles,17959,Valid,H6,5000.0,Fell,1851-01-01T00:00:00.000,41.63333,0.75,"{'latitude': '41.63333', 'longitude': '0.75'}",,
Numakai,17960,Valid,H4,363.0,Fell,1925-01-01T00:00:00.000,43.33333,141.86667,"{'latitude': '43.33333', 'longitude': '141.86667'}",,
Nyaung,17969,Valid,"Iron, IIIAB",737.6,Fell,1939-01-01T00:00:00.000,21.20833,94.91667,"{'latitude': '21.20833', 'longitude': '94.91667'}",,
Nyirábrany,17970,Valid,LL5,1100.0,Fell,1914-01-01T00:00:00.000,47.55,22.025,"{'latitude': '47.55', 'longitude': '22.025'}",,
Ochansk,17979,Valid,H4,500000.0,Fell,1887-01-01T00:00:00.000,57.78333,55.26667,"{'latitude': '57.78333', 'longitude': '55.26667'}",,
Oesede,17988,Valid,H5,1400.0,Fell,1927-01-01T00:00:00.000,52.28333,8.05,"{'latitude': '52.28333', 'longitude': '8.05'}",,
Oesel,17989,Valid,L6,6000.0,Fell,1855-01-01T00:00:00.000,58.5,23.0,"{'latitude': '58.5', 'longitude': '23.0'}",,
Ofehértó,17990,Valid,L6,3750.0,Fell,1900-01-01T00:00:00.000,47.88333,22.03333,"{'latitude': '47.88333', 'longitude': '22.03333'}",,
Ogi,17994,Valid,H6,14360.0,Fell,1741-01-01T00:00:00.000,33.28333,130.2,"{'latitude': '33.28333', 'longitude': '130.2'}",,
Ohaba,17995,Valid,H5,16250.0,Fell,1857-01-01T00:00:00.000,46.06667,23.58333,"{'latitude': '46.06667', 'longitude': '23.58333'}",,
Ohuma,17996,Valid,L5,7700.0,Fell,1963-01-01T00:00:00.000,6.75,8.5,"{'latitude': '6.75', 'longitude': '8.5'}",,
Ojuelos Altos,17997,Valid,L6,5850.0,Fell,1926-01-01T00:00:00.000,38.18333,-5.4,"{'latitude': '38.18333', 'longitude': '-5.4'}",,
Okabe,17998,Valid,H5,194.0,Fell,1958-01-01T00:00:00.000,36.18333,139.21667,"{'latitude': '36.18333', 'longitude': '139.21667'}",,
Okano,18000,Valid,"Iron, IIAB",4742.0,Fell,1904-01-01T00:00:00.000,35.08333,135.2,"{'latitude': '35.08333', 'longitude': '135.2'}",,
Okniny,18002,Valid,LL6,12000.0,Fell,1834-01-01T00:00:00.000,50.83333,25.5,"{'latitude': '50.83333', 'longitude': '25.5'}",,
Oldenburg (1930),18009,Valid,L6,16570.0,Fell,1930-01-01T00:00:00.000,52.95,8.16667,"{'latitude': '52.95', 'longitude': '8.16667'}",,
Oliva-Gandia,18012,Valid,Stone-uncl,,Fell,1520-01-01T00:00:00.000,39.0,-0.03333,"{'latitude': '39.0', 'longitude': '-0.03333'}",,
Olivenza,18013,Valid,LL5,150000.0,Fell,1924-01-01T00:00:00.000,38.71667,-7.06667,"{'latitude': '38.71667', 'longitude': '-7.06667'}",,
Olmedilla de Alarcón,18015,Valid,H5,40000.0,Fell,1929-01-01T00:00:00.000,39.56667,-2.1,"{'latitude': '39.56667', 'longitude': '-2.1'}",,
Omolon,18019,Valid,"Pallasite, PMG",250000.0,Fell,1981-01-01T00:00:00.000,64.02,161.80833,"{'latitude': '64.02', 'longitude': '161.80833'}",,
Orgueil,18026,Valid,CI1,14000.0,Fell,1864-01-01T00:00:00.000,43.88333,1.38333,"{'latitude': '43.88333', 'longitude': '1.38333'}",,
Orlando,34489,Valid,Eucrite,180.0,Fell,2004-01-01T00:00:00.000,28.5475,-81.36222,"{'latitude': '28.5475', 'longitude': '-81.36222'}",30.0,1078.0
Ornans,18030,Valid,CO3.4,6000.0,Fell,1868-01-01T00:00:00.000,47.11667,6.15,"{'latitude': '47.11667', 'longitude': '6.15'}",,
Ortenau,18033,Valid,Stone-uncl,4500.0,Fell,1671-01-01T00:00:00.000,48.5,8.0,"{'latitude': '48.5', 'longitude': '8.0'}",,
Orvinio,18034,Valid,H6,3400.0,Fell,1872-01-01T00:00:00.000,42.13333,12.93333,"{'latitude': '42.13333', 'longitude': '12.93333'}",,
Oterøy,18042,Valid,L6,246.0,Fell,1928-01-01T00:00:00.000,58.88333,9.4,"{'latitude': '58.88333', 'longitude': '9.4'}",,
Otomi,18045,Valid,H,6510.0,Fell,1867-01-01T00:00:00.000,38.4,140.35,"{'latitude': '38.4', 'longitude': '140.35'}",,
Ottawa,18046,Valid,LL6,840.0,Fell,1896-01-01T00:00:00.000,38.6,-95.21667,"{'latitude': '38.6', 'longitude': '-95.21667'}",17.0,1947.0
Ouadangou,56729,Valid,L5,4440.0,Fell,2003-01-01T00:00:00.000,12.9,0.08,"{'latitude': '12.9', 'longitude': '0.08'}",,
Oued el Hadjar,18050,Valid,LL6,1215.5,Fell,1986-01-01T00:00:00.000,30.18,-6.57717,"{'latitude': '30.18', 'longitude': '-6.57717'}",,
Oum Dreyga,31282,Valid,H3-5,17000.0,Fell,2003-01-01T00:00:00.000,24.3,-13.1,"{'latitude': '24.3', 'longitude': '-13.1'}",,
Ourique,18052,Valid,H4,20000.0,Fell,1998-01-01T00:00:00.000,37.60833,-8.28,"{'latitude': '37.60833', 'longitude': '-8.28'}",,
Ovambo,18055,Valid,L6,121.5,Fell,1900-01-01T00:00:00.000,-18.0,16.0,"{'latitude': '-18.0', 'longitude': '16.0'}",,
Oviedo,18058,Valid,H5,205.0,Fell,1856-01-01T00:00:00.000,43.4,-5.86667,"{'latitude': '43.4', 'longitude': '-5.86667'}",,
Owrucz,18062,Valid,OC,,Fell,1775-01-01T00:00:00.000,51.33333,28.83333,"{'latitude': '51.33333', 'longitude': '28.83333'}",,
Pacula,18068,Valid,L6,3400.0,Fell,1881-01-01T00:00:00.000,21.05,-99.3,"{'latitude': '21.05', 'longitude': '-99.3'}",,
Padvarninkai,18069,Valid,Eucrite-mmict,3858.0,Fell,1929-01-01T00:00:00.000,55.66667,25.0,"{'latitude': '55.66667', 'longitude': '25.0'}",,
Paitan,18072,Valid,H6,515.0,Fell,1910-01-01T00:00:00.000,17.74333,120.45583,"{'latitude': '17.74333', 'longitude': '120.45583'}",,
Palahatchie,18073,Valid,OC,,Fell,1910-01-01T00:00:00.000,32.31667,-89.71667,"{'latitude': '32.31667', 'longitude': '-89.71667'}",32.0,503.0
Palca de Aparzo,18074,Valid,L5,1430.0,Fell,1988-01-01T00:00:00.000,-23.11667,-65.1,"{'latitude': '-23.11667', 'longitude': '-65.1'}",,
Palinshih,18077,Valid,Iron,18000.0,Fell,1914-01-01T00:00:00.000,43.48333,118.61667,"{'latitude': '43.48333', 'longitude': '118.61667'}",,
Palmyra,18079,Valid,L3,135.0,Fell,1926-01-01T00:00:00.000,39.8,-91.5,"{'latitude': '39.8', 'longitude': '-91.5'}",18.0,2122.0
Palolo Valley,18082,Valid,H5,682.0,Fell,1949-01-01T00:00:00.000,21.3,-157.78333,"{'latitude': '21.3', 'longitude': '-157.78333'}",4.0,1657.0
Dominion Range 03239,32591,Valid,L6,69.5,Found,2002-01-01T00:00:00.000,,,,,
Pampanga,18093,Valid,L5,10500.0,Fell,1859-01-01T00:00:00.000,15.08333,120.7,"{'latitude': '15.08333', 'longitude': '120.7'}",,
Pantar,18098,Valid,H5,2130.0,Fell,1938-01-01T00:00:00.000,8.06667,124.28333,"{'latitude': '8.06667', 'longitude': '124.28333'}",,
Paragould,18101,Valid,LL5,408000.0,Fell,1930-01-01T00:00:00.000,36.06667,-90.5,"{'latitude': '36.06667', 'longitude': '-90.5'}",15.0,1023.0
Parambu,18102,Valid,LL5,2000.0,Fell,1967-01-01T00:00:00.000,-6.23333,-40.7,"{'latitude': '-6.23333', 'longitude': '-40.7'}",,
Paranaiba,18103,Valid,L6,100000.0,Fell,1956-01-01T00:00:00.000,-19.13333,-51.66667,"{'latitude': '-19.13333', 'longitude': '-51.66667'}",,
Park Forest,18106,Valid,L5,18000.0,Fell,2003-01-01T00:00:00.000,41.48472,-87.67917,"{'latitude': '41.48472', 'longitude': '-87.67917'}",34.0,1863.0
Parnallee,18108,Valid,LL3.6,77600.0,Fell,1857-01-01T00:00:00.000,9.23333,78.35,"{'latitude': '9.23333', 'longitude': '78.35'}",,
Parsa,18109,Valid,EH3,800.0,Fell,1942-01-01T00:00:00.000,26.2,85.4,"{'latitude': '26.2', 'longitude': '85.4'}",,
Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,1933-01-01T00:00:00.000,36.21667,-103.4,"{'latitude': '36.21667', 'longitude': '-103.4'}",11.0,1994.0
Patora,18112,Valid,H6,4375.0,Fell,1969-01-01T00:00:00.000,20.93694,82.05,"{'latitude': '20.93694', 'longitude': '82.05'}",,
Patrimonio,18116,Valid,L6,2121.0,Fell,1950-01-01T00:00:00.000,-19.53333,-48.56667,"{'latitude': '-19.53333', 'longitude': '-48.56667'}",,
Patti,18118,Valid,Iron,12.0,Fell,1922-01-01T00:00:00.000,38.13333,14.96667,"{'latitude': '38.13333', 'longitude': '14.96667'}",,
Patwar,18171,Valid,Mesosiderite-A1,37350.0,Fell,1935-01-01T00:00:00.000,23.15,91.18333,"{'latitude': '23.15', 'longitude': '91.18333'}",,
Pavel,18173,Valid,H5,2968.0,Fell,1966-01-01T00:00:00.000,43.46667,25.51667,"{'latitude': '43.46667', 'longitude': '25.51667'}",,
Pavlodar (stone),18175,Valid,H5,142.5,Fell,1938-01-01T00:00:00.000,52.3,77.03333,"{'latitude': '52.3', 'longitude': '77.03333'}",,
Pavlograd,18176,Valid,L6,40000.0,Fell,1826-01-01T00:00:00.000,48.53333,35.98333,"{'latitude': '48.53333', 'longitude': '35.98333'}",,
Pavlovka,18177,Valid,Howardite,2000.0,Fell,1882-01-01T00:00:00.000,52.03333,43.0,"{'latitude': '52.03333', 'longitude': '43.0'}",,
Pê,18179,Valid,L6,,Fell,1989-01-01T00:00:00.000,11.33367,-3.54217,"{'latitude': '11.33367', 'longitude': '-3.54217'}",,
Peace River,18180,Valid,L6,45760.0,Fell,1963-01-01T00:00:00.000,56.13333,-117.93333,"{'latitude': '56.13333', 'longitude': '-117.93333'}",,
Peckelsheim,18181,Valid,Diogenite-pm,117.8,Fell,1953-01-01T00:00:00.000,51.66667,9.25,"{'latitude': '51.66667', 'longitude': '9.25'}",,
Peekskill,18782,Valid,H6,12570.0,Fell,1992-01-01T00:00:00.000,41.28333,-73.91667,"{'latitude': '41.28333', 'longitude': '-73.91667'}",47.0,2185.0
Peña Blanca Spring,18786,Valid,Aubrite,70000.0,Fell,1946-01-01T00:00:00.000,30.125,-103.11667,"{'latitude': '30.125', 'longitude': '-103.11667'}",23.0,3062.0
Peramiho,18792,Valid,Eucrite-mmict,165.0,Fell,1899-01-01T00:00:00.000,-10.66667,35.5,"{'latitude': '-10.66667', 'longitude': '35.5'}",,
Perpeti,18793,Valid,L6,23474.0,Fell,1935-01-01T00:00:00.000,23.325,91.0,"{'latitude': '23.325', 'longitude': '91.0'}",,
Perth,18797,Valid,LL5,2.0,Fell,1830-01-01T00:00:00.000,56.4,-3.43333,"{'latitude': '56.4', 'longitude': '-3.43333'}",,
Pervomaisky,18798,Valid,L6,66000.0,Fell,1933-01-01T00:00:00.000,56.63333,39.43333,"{'latitude': '56.63333', 'longitude': '39.43333'}",,
Pesyanoe,18799,Valid,Aubrite,3393.0,Fell,1933-01-01T00:00:00.000,55.5,66.08333,"{'latitude': '55.5', 'longitude': '66.08333'}",,
Pétèlkolé,18800,Valid,H5,189.0,Fell,1995-01-01T00:00:00.000,14.052,0.42,"{'latitude': '14.052', 'longitude': '0.42'}",,
Petersburg,18801,Valid,Eucrite-pmict,1800.0,Fell,1855-01-01T00:00:00.000,35.3,-86.63333,"{'latitude': '35.3', 'longitude': '-86.63333'}",39.0,2017.0
Pettiswood,18804,Valid,Stone-uncl,,Fell,1779-01-01T00:00:00.000,53.53333,-7.33333,"{'latitude': '53.53333', 'longitude': '-7.33333'}",,
Phillips County (stone),18808,Valid,L6,57900.0,Fell,1901-01-01T00:00:00.000,40.0,-99.25,"{'latitude': '40.0', 'longitude': '-99.25'}",17.0,1255.0
Phu Hong,18809,Valid,H4,500.0,Fell,1887-01-01T00:00:00.000,11.25,108.58333,"{'latitude': '11.25', 'longitude': '108.58333'}",,
Phum Sambo,18811,Valid,H4,7800.0,Fell,1933-01-01T00:00:00.000,12.0,105.48333,"{'latitude': '12.0', 'longitude': '105.48333'}",,
Phuoc-Binh,18812,Valid,L5,11000.0,Fell,1941-01-01T00:00:00.000,15.71667,108.1,"{'latitude': '15.71667', 'longitude': '108.1'}",,
Piancaldoli,18813,Valid,LL3.4,13.1,Fell,1968-01-01T00:00:00.000,44.24417,11.50222,"{'latitude': '44.24417', 'longitude': '11.50222'}",,
